rto_code,rto_name
HR49,"RLA, KALKA"
HR50,"RLA, HODEL"
HR51,"RLA, FARIDABAD"
HR52,"RLA, HATHIN"
HR53,CANCEL (ADAMPUR)
HR54,"RLA, BARARA"
HR55,"RTA,GURGAON"
HR56,"RTA,JIND"
HR57,"RTA,SIRSA"
HR58,"RTA,YAMUNA NAGAR"
HR59,"RLA, RATIA"
HR60,"RLA, SAMALKHA"
HR61,"RTA,BHIWANI"
HR62,"RTA,FATEHABAD"
HR63,"RTA,JHAJJAR"
HR64,"RTA,KAITHAL"
HR65,"RTA,KURUKSHETRA"
HR66,"RTA,MOHINDERGARH"
HR67,"RTA,PANIPAT"
HR68,"RTA,PANCHKULA"
HR69,"RTA,SONIPAT"
HR70,"STA,HARYANA(HQ)"
HR71,"RLA, BILASPUR"
HR72,"RLA, GURGAON(SOUTH)"
HR73,"RTA,PALWAL"
HR74,"RTA,MEWAT(NUH)"
HR75,"SDO(CIVIL),INDIRI"
HR76,"SDO(CIVIL),PATAUDI"
HR77,"SDO(CIVIL),BERI"
HR78,"RLA,SHAHABAD"
HR79,"RLA,KHARKHONDA"
HR80,"RLA,SDO(CIVIL), BARWALA"
HR81,"RLA, SDO(CIVIL), BAWAL"
HR82,"SDM OFFICE,KANINA"
HR83,"RLA, KALAYAT"
HP03,"RLA,SHIMLA-URBAN"
HP06,"RLA,RAMPUR"
HP08,"RLA,CHAUPAL"
HP09,"RLA,THEOG"
HP10,"RLA,ROHRU"
HP11,"RLA,ARKI"
HP12,"RLA,NALAGARH"
HP13,"RLA,KANDAGHAT"
HP14,"RLA,SOLAN"
HP15,"RLA,PARWANOO"
HP16,"RLA,RAJGARH"
HP17,"RLA,PONTA SAHIB"
HP18,"RLA,NAHAN"
HP19,"RLA,AMB"
HP20,"RLA,UNA"
HP21,"RLA,BARSAR"
HP22,"RLA,HAMIRPUR"
HP23,"RLA,GHUMARWIN"
HP24,"RLA,BILASPUR SADAR"
HP25,"RLA,KALPA"
HP26,"RLA,NICHAR (BHABANAGAR)"
HP27,"RLA,POOH"
HP28,"RLA,SARKAGHAT"
HP29,"RLA,JOGINDERNAGAR"
HP30,"RLA,KARSOG"
HP31,"RLA,SUNDERNAGAR"
HP32,"RLA,GOHAR"
HP33,"RLA,MANDI SADAR"
HP34,"RLA,KULLU"
HP35,"RLA,ANNI"
HP36,"RLA,DEHRA"
HP37,"RLA,PALAMPUR"
HP38,"RLA,NURPUR"
HP39,"RLA,DHARAMSALA"
HP40,"RLA,KANGRA"
HP41,"RLA,KAZA"
HP42,"RLA,KEYLONG"
HP43,"RLA,UDAIPUR"
HP44,"RLA,CHURAH"
HP45,"RLA,PANGI"
HP46,"RLA,BHARMOUR"
HP47,"RLA,DALHOUSIE"
HP48,"RLA,CHAMBA"
HP49,"RLA,BANJAR"
HP51,"RLA,SHIMLA-RURAL"
HP53,"RLA,BAIJNATH"
HP54,"RLA,JAWALI"
HP55,"RLA,NADUAN"
HP56,"RLA,JAISINGHPUR"
HP57,"RLA,CHOWARI"
HP58,"RLA,MANALI"
HP62,"RLA,STA SHIMLA"
HP63,"RTO,SHIMLA"
HP64,"RTO,SOLAN"
HP65,"RTO,MANDI"
HP66,"RTO,KULLU"
HP67,"RTO,HAMIRPUR"
HP68,"RTO,KANGRA"
HP69,"RTO,BILASPUR"
HP71,"RTO,NAHAN"
HP72,"RTO,UNA"
HP73,"RTO,CHAMBA"
HP74,"RLA,BHORANJ"
HP76,"RLA,PADDHAR"
HP77,"RLA,DODRA KAWAR"
HP78,"RLA,BANGANA"
HP79,RLA SANGRAH
HP80,RLA HAROLI
HP81,RLA SALOONI
HP82,RLA MANDI (RURAL)
HP83,RLA JAWALAMUKHI
HP84,RLA SUJANPUR
HP85,RLA SHILLAI
HP86,RLA DHARAMPUR
JK01,"RTO,KASHMIR"
JK02,"RTO,JAMMU"
JK03,"ASST.RTO,ANANTNAG"
JK04,"ASST.RTO,BUDGAM"
JK05,"ASST.RTO,BARAMULLA"
JK06,"ASST.RTO,DODA"
JK07,"ASST.RTO,KARGIL"
JK08,"ASST.RTO,KATHUA"
JK09,"ASST.RTO,KUPWARA"
JK10,"ASST.RTO,LEH"
JK11,"ASST.RTO,RAJOURI"
JK12,"ASST.RTO,POONCH"
JK13,"ASST.RTO,PULWAMA"
JK14,"ASST.RTO,UDHAMPUR"
JK15,ARTO BANDIPORA
JK16,ARTO GANDERBAL
JK17,ARTO KISHTWAR
JK18,ARTO KULGAM
JK19,ARTO RAMBAN
JK20,ARTO REASI
JK21,ARTO SAMBA
JK22,ARTO SHOPIAN
JH01,"DTO,RANCHI"
JH02,"DTO,HAZARIBAG"
JH03,"DTO,DALTONGANJ,PALAMU"
JH04,"DTO,DUMKA"
JH05,"DTO,EAST SINGHBHUM,JAMSHEDPUR"
JH06,"DTO,WEST SINGHBHUM,CHAIBASA"
JH07,"DTO,GUMLA"
JH08,"DTO,LOHARDAGA"
JH09,"DTO,BOKARO"
JH10,"DTO,DHANBAD"
JH11,"DTO,GIRIDIH"
JH12,"DTO,KODERMA"
JH13,"DTO,CHATRA"
JH14,"DTO,GARHWA"
JH15,"DTO,DEOGHAR"
JH16,"DTO,PAKUR"
JH17,"DTO,GODDA"
JH18,"DTO,SAHEBGANJ"
JH19,"DTO,LATEHAR"
JH20,"DTO,SIMDEGA"
JH21,"DTO,JAMTARA"
JH22,"DTO,SARAIKELA-KHARSAWAN"
JH23,D.T.O. Khunti
JH24,D.T.O. Ramgarh
TN58Z,"UNIT OFFICE, THIRUMANGALAM,"
TN59,"RTO,MADURAI   (NORTH)"
TN59V,"UNIT OFFICE, VADIPATTI,"
TN59W,"UNIT OFFICE, MELUR,"
TN60,"RTO, PERIYAKULAM"
TN60Z,"UNIT OFFICE, UTHAMAPALAYAM,"
TN61,"RTO, ARIYALUR"
TN63,"RTO, SIVAGANGAI"
TN63Z,"UNIT OFFICE, KARAIKUDI"
TN64,"RTO, MADURAI (CENTRAL)"
TN65,"RTO, RAMANATHAPURAM"
TN65Z,"UNIT OFFICE, PARAMAKUDI,"
TN66,"RTO,COIMBATORE (CENTRAL)"
TN67,"RTO, VIRUDHUNAGAR"
TN67W,"UO, ARUPPUKOTTAI"
TN68,"RTO,KUMBAKONAM"
TN69,"RTO, TUTICORIN"
TN69Z,"UNIT OFFICE, KOVILPATTI,"
TN70,"RTO, HOSUR"
TN72,"RTO,TIRUNELVELI"
TN72V,"UNIT OFFICE, VALLIYUR ,"
TN73,"RTO, RANIPET"
TN73Z,"UNIT OFFICE, ARAKKONAM,"
TN74,"RTO, NAGERCOIL"
TN75,"RTO, MARTHANDAM"
TN76,"RTO,TENKASI"
TN76V,"UO, AMBASAMUDURAM"
TN77,"RTO OFFICE, ATTUR"
TN77Z,"UO, VALAPADY"
TN78,"RTO OFFICE, DHARAPURAM,"
TN78Z,"UO, UDUMALPET"
TN79,"RTO, SANKARANKOIL,"
TN81,"RTO, TIRUCHIRAPPALLI EAST"
TN81Z,"UO, TIRUVERAMBUR"
TN82,"RTO, MAYILADUTHURAI,"
TN82Z,"UO, SIRKALI"
TN83,"RTO,VANIYAMBADI"
TN83Z,"UO, TIRUPATTUR"
TN84,"RTO, SRIVILLIPUTHUR,"
TN84Z,"UO, SIVAKASI"
TN85,"RTO, KUNDRATHUR"
TN86,"RTO, ERODE WEST"
TN88,"RTO, NAMAKKAL- SOUTH"
TN88Z,"UO, PARAMATHIVELLUR"
TN90,"RTO, SALEM SOUTH"
TN91,"The Regional Transport Office, Chidambaram,"
TN91Y,"The Motor Vehicles Inspector, Unit Office, Neyveli"
TN91Z,"The Motor Vehicles Inspector,Unit Office,"
TN92,"The Regional Transport Office, Tiruchendur"
TN99,"RTO, COIMBATORE WEST"
TS001,RTA ADILABAD
TS002,RTA KARIMNAGAR
TS003,RTA WARANGAL
TS004,RTA KHAMMAM
TS005,RTA NALGONDA
TS006,RTA MAHABOOBNAGAR
TS007,RTA RANGAREDDY
TS008,RTA RANGAREDDY EAST
TS009,RTA-HYDERABAD-CZ
TS010,RTA-HYDERABAD-NZ
TS011,RTA-HYDERABAD-EZ
TS012,RTA-HYDERABAD-SZ
TS013,RTA-HYDERABAD-WZ
TS015,RTA MEDAK-SANGAREDDY
TS016,RTA NIZAMABAD
TS101,RTA MANCHERIAL
TS102,UNIT OFFICE HUZURABAD
TS103,UNIT OFFICE JANGOAN
TS104,UNIT OFFICE BHADRACHALAM
TS105,UNIT OFFICE BHONGIR
TS106,UNIT OFFICE GADWAL
TS107,RTA MEDCHAL
TS108,RTA IBRAHIMPATNAM
TS115,RTA SIDDIPET
TS116,UNIT OFFICE ARMOOR
TS201,UNIT OFFICE ASIFABAD
TS202,UNIT OFFICE JAGITYAL
TS203,UNIT OFFICE MAHABUBABAD
TS204,UNIT OFFICE KOTHAGUDEM
TS205,UNIT OFFICE KODAD
TS206,UNIT OFFICE KALWAKURTHY
TS207,UNIT OFFICE PARGI
TS215,UNIT OFFICE ZAHIRABAD
TS216,UNIT OFFICE BHODAN
TS301,UNIT OFFICE NIRMAL
TS302,UNIT OFFICE PEDDAPALLI
TS304,UNIT OFFICE SATTUPALLI
TS305,UNIT OFFICE MIRYALAGUDA
TS306,UNIT OFFICE PEBBAIR
TS307,UNIT OFFICE KUKATPALLY
TS315,UNIT OFFICE MEDAK
TS316,UNIT OFFICE KAMAREDDY
TS402,UNIT OFFICE RAMAGUNDAM
TS404,UNIT OFFICE WYRA
TS405,UNIT OFFICE SURYAPET
TS406,UNIT OFFICE SHADNAGAR
TS415,UNIT OFFICE PATANCHERUVU
TS502,UNIT OFFICE SIRICILLA
TS602,UNIT OFFICE KORUTLA
TR01,"JTC,AGARTALA"
TR02,"DTO, UNAKOTI KAILASHAHAR"
TR03,"DTO,SOUTH TRIPURA"
TR04,"DTO,DHALAI"
TR05,"DTO, NORTH TRIPURA DHARMANAGAR"
TR06," DTO, TELIAMURA"
TR07," DTO, BISHRAMGANJ"
TR08," DTO, SOUTH TRIPURA"
TRA02,"DTO,KAILASHAHAR-NORTHTRIPURA"
TRB02,"DTO,DHARMANAGAR-NORTHTRIPURA"
UA07,"RTO, DEHRADUN"
UK01,"RTO, ALMORA"
UK02,"SUB RTO, BAGESHWAR"
UK03,"SUB RTO, TANAKPUR,CHAMPAWAT"
UK04,"RTO, HALDWANI,NAINITAL"
UK05,"SUB RTO, PITHORAGARH"
UK06,"SUB RTO, UDHAMSINGH NAGAR"
UK08,"SUB RTO, HARIDWAR"
UK09,"SUB RTO, TEHRI"
UK10,"SUB RTO, UTTARKASHI"
UK11,"SUB RTO, KARANPRAYAG,CHAMOLI"
UK12,"RTO, PAURI"
UK13,"SUB RTO, RUDRAPRAYAG"
UK14,"SUB RTO, RISHIKESH,DEHRADUN"
UK15,"SUB RTO, KOTDWAR,PAURI"
UK17,ARTO ROORKEE
AP02,RTA ANANTAPUR
AP03,RTA CHITTOOR
AP04,RTA CUDDAPAH
AP05,RTA EAST GODAVARI-KAKINADA
AP07,RTA GUNTUR
TS01,RTA ADILABAD
TS02,RTA KARIMNAGAR
TS03,RTA WARANGAL
TS04,RTA KHAMMAM
TS05,RTA NALGONDA
TS06,RTA MAHABOOBNAGAR
TS07,RTA RANGAREDDY
TS08,RTA RANGAREDDY EAST
TS09,RTA-HYDERABAD-CZ
AP02,RTA ANANTAPUR
AP03,RTA CHITTOOR
AP04,RTA CUDDAPAH
AP05,RTA EAST GODAVARI-KAKINADA
AP07,RTA GUNTUR
AP16,RTA VIJAYAWADA
AP21,RTA KURNOOL
AP26,RTA NELLORE
AP27,RTA PRAKASAM
AP30,RTA SRIKAKULAM
AP31,RTA VISHAKAPATNAM
AP35,RTA VIZIANAGARAM
AP37,RTA WEST GODAVARI - ELURU
OD2K,"ASST.RTO,KHURDA"
OD9B,"ADDL.RTO,BARBIL"
PY1B,BAHOUR
PY5V,THIRUBHUVANAI
RJ2A,"SUB OFFICE, BEHROR"
RJ5A,"SUB OFFICE, DEEG"
GJ1W,"WIAA,AHMEDABAD"
TS01,RTA ADILABAD
TS02,RTA KARIMNAGAR
TS03,RTA WARANGAL
TS04,RTA KHAMMAM
TS05,RTA NALGONDA
TS06,RTA MAHABOOBNAGAR
TS07,RTA RANGAREDDY
TS08,RTA RANGAREDDY EAST
TS09,RTA-HYDERABAD-CZ
TS10,RTA-HYDERABAD-NZ
TS11,RTA-HYDERABAD-EZ
TS12,RTA-HYDERABAD-SZ
KL66,"SRTO,KUTTANADU"
KL67,"SRTO, UZHAVOOR"
KL68,"SRTO, DEVIKULAM"
KL69,"SRTO, UDUMBANCHOLA"
KL70,"SRTO,CHITTUR"
KL71,"SRTO, NILAMBUR"
KL72,"SRTO, MANANTHAVADY"
KL73,"SRTO, SULTHANBATHERY"
LD01,"RTO,KAVARATTI"
MP04,"RTO,BHOPAL RTO"
MP05,"RTO,HOSHANGABAD RTO"
MP06,"RTO,MORENA RTO"
MP07,"RTO,GWALIOR RTO"
MP08,"ADDL.RTO,GUNA ARTO"
MP09,"RTO,INDORE RTO"
MP10,"ADDL.RTO,KHARGONE ARTO"
MP11,"ADDL.RTO,DHAR ARTO"
MP12,"ADDL.RTO,KHANDWA ARTO"
MP13,"RTO,UJJAIN RTO"
MP14,"ADDL.RTO,MANDSAUR ARTO"
MP15,"RTO,SAGAR RTO"
MP16,"ADDL.RTO,CHATTARPUR  ARTO"
MP17,"RTO,REWA RTO"
MP18,"RTO,SHAHDOL RTO"
MP19,"ADDL.RTO,SATNA ARTO"
MP20,"RTO,JABALPUR RTO"
MP21,"ADDL.RTO,KATNI ARTO"
MP22,"ADDL.RTO,SEONI ARTO"
MP28,"ADDL.RTO,CHHINDWARA ARTO"
MP30,"DTO,BHIND DTO"
MP31,"DTO,SHEOPUR DTO"
MP32,"DTO,DATIA DTO"
MP33,"DTO,SHIVPURI DTO"
MP34,"DTO,DAMOH DTO"
MP35,"DTO,PANNA DTO"
MP36,"DTO,TIKAMGARH DTO"
MP37,"DTO,SEHORE DTO"
MP38,"DTO,RAISEN DTO"
MP39,"DTO,RAJGARH DTO"
MP40,"DTO,VIDISHA DTO"
MP41,"DTO,DEWAS DTO"
MP42,"DTO,SHAJAPUR DTO"
MP43,"DTO,RATLAM DTO"
MP44,"DTO,NEEMUCH DTO"
MP45,"DTO,JHABUA DTO"
MP46,"DTO,BADWANI DTO"
MP47,"DTO,HARDA DTO"
MP48,"DTO,BETUL DTO"
MP49,"DTO,NARSINGHPUR DTO"
MP50,"DTO,BALAGHAT DTO"
MP51,"DTO,MANDLA DTO"
MP52,"DTO,DINDORI DTO"
MP53,"DTO,SIDHI DTO"
MP54,"DTO,UMARIA DTO"
MH01,"RTO,MUMBAI CENTRAL"
MH02,"RTO,MUMBAI (WEST"
MH03,"RTO,MUMBAI (EAST)"
MH04,"RTO,THANE"
MH05,"DY.RTO,KALYAN"
MH06,"DY.RTO,PEN(RAIGAD)"
MH07,"DY.RTO,SINDHUDURG"
MH08,"DY.RTO,RATNAGIRI"
MH09,"RTO,KOLHAPUR"
MH10,"DY.RTO,SANGLI"
MH11,"DY.RTO,SATARA"
MH12,"RTO,PUNE"
MH13,"DY.RTO,SOLAPUR"
MH14,"DY.RTO,PIMPRI-CHINCHWAD"
MH15,"RTO,NASHIK"
MH16,"DY.RTO,AHMEDNAGAR"
MH17,"DY.RTO,SHRIRAMPUR"
MH18,"DY.RTO,DHULE"
MH19,"DY.RTO,JALGAON"
MH20,"RTO,AURANGABAD"
MH21,"DY.RTO,JALNA"
MH22,"DY.RTO,PARBHANI"
MH23,"DY.RTO,BEED"
MH24,"RTO,LATUR"
MH25,"DY.RTO,OSMANABAD"
MH26,"RTO,NANDED"
MH27,"RTO,AMRAVATI"
MH28,"DY.RTO,BULDHANA"
MH29,"DY.RTO,YAWATMAL"
MH30,"DY.RTO,AKOLA"
MH31,"RTO,NAGPUR (URBAN)"
MH32,"DY. RTO,WARDHA"
MH33,"DY. RTO,GADCHIROLI"
MH34,"DY. RTO,CHANDRAPUR"
MH35,"DY. RTO,GONDIA"
MH36,"DY. RTO,BHANDARA"
MH37,"DY. RTO,VASHIM"
MH38,"DY. RTO,HINGOLI"
MH39,"DY. RTO,NANDURBAR"
MH40,"RTO,NAGPUR (RURAL)"
MH41,"DY.RTO,MALEGAON"
MH42,"DY.RTO,BARAMATI"
MH43,"DY.RTO,VASHI"
MH44,"DY.RTO,AMBEJOGAI"
MH45,"DY.RTO,AKLUJ"
MH46,"RTO, PANVEL"
MH47,"DY.RTO,BORIVALI"
MH48,DY. RTO VASAI-VIRAR
MH49,"DY.RTO, NAGPUR (EAST)"
MH50,"DY.RTO, KARAD"
MN01,"DTO, IMPHAL WEST"
MN02,"DTO, CHURACHANDPUR"
MN03,"DTO, KANGPOKPI"
MN04,"DTO, THOUBAL"
MN05,"DTO, BISHNUPUR"
MN06,"DTO, IMPHAL EAST"
MN07,Ukhrul
MN08,Senapati
ML04,"DTO,JOWAI"
ML05,"DTO,SHILLONG"
ML06,"DTO,NONGSTOIN"
ML07,"DTO,WILLIAMANAGAR"
ML08,"DTO,TURA"
ML09,"DTO,BAGHMARA"
ML10,"DTO,NONGPOH"
ML11,DTO KHLIEHRIAT
ML12,DTO MAWKYRWAT
ML13,DTO RESUBELPARA
ML14,DTO AMPATI
MZ01,"DTO,AIZAWL"
MZ02,"DTO,LUNGLEI"
MZ03,"DTO,SAIHA"
MZ04,"DTO,CHAMPHAI"
MZ05,"DTO,KOLASIB"
MZ06,"DTO,SERCHHIP"
MZ07,"DTO,LAWNGTLAI"
MZ08,"DTO,MAMIT"
NL01,"RTO, KOHIMA"
NL02,"RTO, MOKOKCHUNG"
NL03,"DTO, TUENSANG"
NL04,"DTO, MON"
NL05,"DTO, WOKHA"
NL06,"DTO, ZUNHEBOTO"
NL07,"DTO, DIMAPUR"
NL08,"DTO, PHEK"
UP11,"RTO,SAHARANPUR"
UP12,"ASST.RTO,MUZAFFARNAGAR"
UP13,"ASST.RTO, BULANDSHAHAR"
UP14,"RTO, GHAZIABAD"
UP15,"RTO, MEERUT"
UP16,"ASST.RTO, GAUTAMBUDHNAGAR"
UP17,"ASST.RTO, BAGHPAT"
UP19,"ARTO OFFICE,SHAMLI"
UP20,"ASST.RTO, BIJNOR"
UP21,"RTO, MORADABAD"
UP22,"ASST.RTO, RAMPUR"
UP23,"ASST.RTO, JYOTIBAPHULE NAGAR"
UP24,"ASST.RTO, BADAUN"
UP25,"RTO, BAREILLY"
UP26,"ASST.RTO, PILIBHIT"
UP27,"ASST.RTO, SHAHJAHANPUR"
UP30,"ASST.RTO, HARDOI"
UP31,"ASST.RTO, LAKHIMPUR KHIRI"
UP32,"RTO, LUCKNOW"
UP32A,"ARTO, MAHANAGAR LUCKNOW"
UP33,"ASST.RTO, RAEBARELI"
UP34,"ASST.RTO, SITAPUR"
UP35,"ASST.RTO, UNNAO"
UP36,"ARTO OFFICE,AMETHI"
UP37,"ARTO OFFICE,HAPUR"
UP38,"ARTO OFFICE,SAMBHAL"
UP40,"ASST.RTO, BAHRAICH"
UP41,"ASST.RTO, BARABANKI"
UP42,"RTO, FAIZABAD"
UP43,"RTO, GONDA"
UP44,"ASST.RTO, SULTANPUR"
UP45,"ASST.RTO, AMBEDKAR NAGAR"
UP46,"ASST.RTO, SHRAVASTI"
UP47,"ASST.RTO, BALRAMPUR"
UP50,"RTO, AZAMGARH"
UP51,"RTO, BASTI"
UP52,"ASST.RTO, DEORIA"
UP53,"RTO, GORAKHPUR"
UP54,"ASST.RTO, MAU"
UP55,"ASST.RTO, SIDDHARTHNAGAR"
UP56,"ASST.RTO, MAHRAJGANJ"
UP57,"ASST.RTO, PADRAUNA (KRUSHI NAGAR)"
UP58,"ASST.RTO, SANT KABIR NAGAR"
UP60,"ASST.RTO, BALLIA"
UP61,"ASST.RTO, GHAZIPUR"
UP62,"ASST.RTO, JAUNPUR"
UP63,"RTO, MIRZAPUR"
UP64,"ASST.RTO, SONBHADRA"
UP65,"RTO, VARANASI"
UP65A,"RTO EXTENTION COUNTER OFFICE, VARANASI"
UP66,"ASST.RTO, BHADOHI"
UP67,"ASST.RTO, CHANDAULI"
UP70,"RTO, ALLAHABAD"
UP71,"ASST.RTO, FATEHPUR"
UP72,"ASST.RTO, PRATAPGARH"
UP73,"ASST.RTO, KAUSHAMBI"
UP74,"ASST.RTO, KANNAUJ"
UP75,"ASST.RTO, ETAWAH"
UP76,"ASST.RTO, FARRUKHABAD"
UP77,"ASST.RTO, KANPUR DEHAT"
UP78,"RTO, KANPUR NAGAR"
UP79,"ASST.RTO, AURAIYA"
UP80,"RTO, AGRA"
UP81,"RTO, ALIGARH"
UP82,"ASST.RTO, ETAH"
UP83,"ASST.RTO, FIROZABAD"
UP84,"ASST.RTO, MAINPURI"
UP85,"ASST.RTO, MATHURA"
UP86,"ASST.RTO, HATHRASH (MAHAMAYA NAGAR)"
UP87,"ASST.RTO, KANSHIRAM NAGAR"
UP90,"RTO, BANDA"
UP91,"ASST.RTO, HAMIRPUR"
UP92,"ASST.RTO, JALAUN"
UP93,"RTO, JHANSI"
UP94,"ASST.RTO, LALITPUR"
UP95,"ASST.RTO, MAHOBA"
UP96,"ASST.RTO, CHITRAKOOT DHAM"
WB01,PUBLIC VEHICLES DEPARTMENT
WB05,"PUBLIC VEHICLES DEPARTMENT, KASBA UNIT"
WB07,"PUBLIC VEHICLES DEPARTMENT, SALT LAKE UNIT"
WB09,"PUBLIC VEHICLES DEPARTMENT, BEHALA UNIT"
WB11,"RTO,HOWRAH"
WB13,ARTO ULUBERIA
WB15,"RTO,HOOGHLY"
WB17,ARTO SERAMPORE
WB19,"RTO,ALIPUR"
WB21,ARTO BASIRHAT
WB23,"ADDL.RTO, BARRACKPORE"
WB25,"RTO,BARASAT"
WB27,ARTO BONGAON
WB29,"RTO,TAMLUK"
WB31,"RTO,CONTAI"
WB33,"RTO,MEDINIPUR"
WB35,ARTO KHRAGPUR
WB37,"ADDL.RTO,ASANSOLE"
WB39,"ADDL.RTO,DURGAPUR"
WB41,"RTO,BURDWAN"
WB43,ARTO KALNA
WB45,ARTO RAMPURHAT
WB47,ARTO BOLPUR
WB49,ARTO JHARGRAM
WB51,"RTO,NADIA"
WB53,"RTO,BIRBHUM"
WB55,"RTO,PURULIA"
WB57,"RTO,MURSHIDABAD"
WB59,"RTO,RAIGUNJ"
WB61,"RTO,BALUGHAT"
WB63,"RTO,COOCH BEHAR"
WB65,"RTO,MALDA"
WB67,"RTO,BANKURA"
WB69,"RTO,ALIPURDUAR"
WB71,"RTO,JALPAIGURI"
WB73,"RTO,SILIGURI"
WB77,"RTO,DARJEELING"
WB81,ARTO RAGHUNATHPUR
WB83,ARTO CHANCHAL
WB85,ARTO MATHABHANGA
WB87,ARTO BISHNUPUR
WB89,ARTO KALYANI
WB91,ARTO ISLAMPUR
WB93,ARTO JANGIPUR
WB95,ARTO BARUIPUR
WB97,ARTO DIAMOND HARBOUR
TS13,RTA-HYDERABAD-WZ
TS15,RTA MEDAK-SANGAREDDY
TS16,RTA NIZAMABAD
